feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,target
1.9364110424746528,-3.5348571553752755,-0.3112792838795362,-2.176286632679444,2.3268821229993946,-0.9855878206715561,0.7378169476928713,-0.6803426190998739,-0.5782577075863078,1.1537677119682503,0.5179449495477626,2.467974976121578,3.705050365328323,0.5176509028921865,-2.4458222763549244,2.3882652799919986,1.0665016591810415,cheetah
8.171717703243374,1.418192981690527,-0.1205704567692146,-0.20196780941390258,-3.2416274669105762,-1.0361717752673318,3.670838905179856,-1.0670296045940793,0.713542343042348,-3.1174316298840266,-0.12230784357829161,3.000103319088085,-11.086769566009274,-0.19398780010215655,3.012778212852911,-6.020051057968724,-0.18696842946794323,tiger
6.064428784301681,-3.483576469668381,-1.1216466229495925,0.9364668879407925,-1.9079319253842666,0.1899139709201114,1.0769083770630932,1.0083544936940132,3.4158932631545866,-0.5517728391046944,2.600403439351703,0.25905594620103445,-3.068510086730863,2.579139011049712,-0.35321810478443294,-4.160433901506746,-0.0657289443524329,jaguar
-1.353024774051739,4.106357744926118,-0.18072229018177993,-3.368417672722203,2.8796319898675033,-1.4722573634829728,-0.6414136118941691,-0.9627748512670647,3.139862469018726,0.5656774571673913,2.528754944359308,-1.3198190454868974,2.705093910646796,-0.9622461832559153,0.33595875341493975,0.27373186228673496,-2.2850201039320615,leopard
2.290444244857672,1.7344324779580083,0.7187082925761192,-2.3016094507286042,-1.0033592656053547,0.15846118511886256,-2.418138176957994,-0.5950987410478299,1.605896496934633,0.7976436488349623,0.07538366400425667,-0.22189373085048314,1.812159843023889,-0.2258185621124278,2.0132930455019995,-3.2155238136678634,0.9945909288357225,leopard
4.27589071563753,-1.8116712079492792,0.9311262776878393,-0.5042165253339621,1.376625144037611,-0.19238926433841047,2.1825209776967096,0.18167787215559464,1.7093444675392906,-2.3945496887520092,-3.551792953570162,2.10669924116132,-0.5489581118107222,-2.494980313131193,-1.0224521014380934,-0.15758712157414884,0.471854888201497,cheetah
2.3455384699572344,0.5330046200786944,-1.0181627854590918,2.851104560921671,0.48675681386285197,-2.312187002938297,0.15978175235989833,1.6161017404900149,0.2867445899753751,-3.446064990043575,-2.4350791291738902,-0.5322292572561454,-2.7916665089946893,1.7560248205376696,0.027090137630014333,2.222478782492226,-0.5987398123063147,cheetah
10.274215061205139,-2.6831389642111,0.8695084820001195,-1.2475081303925024,-1.2888925363635653,-1.09246704047634,0.9861776718809372,0.5160550147755645,-0.24031297287802778,-4.626424961056506,-2.411990549112158,1.939389021000975,-3.1812941509482515,-0.09250824305708871,1.4605457762934613,-2.6472207678588076,1.2004943444400167,cheetah
0.1679952137061651,-1.740825388260748,1.135046561869691,4.046975304167627,-3.1934439003946355,-0.025838144716133032,-2.591954415888126,-0.786028274403234,-3.2905250070115977,-5.34073742549475,3.037691978185299,-0.022786493715514666,-8.527460228046603,-0.3696622679372643,2.8317423943142668,-6.278061404656956,-0.19162591565741793,cheetah
-2.50194494052399,-0.44432591248357656,0.04348692860380232,-1.0824530203949587,0.33494638296442614,-0.27707588805595107,-1.2956688573878001,0.0817527464644891,3.6249440754325906,1.0131765636771881,2.12735810350122,0.9561146461355212,3.6126624811053087,-1.7296623616507767,-3.53344012856539,-3.2123086960575464,-0.5814625592604257,jaguar
-5.737733238978578,2.9620141458552323,0.8521995130955187,1.690201662933002,-3.275420118867034,1.2487012727080387,-1.8729849705644481,0.0008573342459645112,0.6344149575172867,0.3252757494109777,1.360095413789517,-2.0280914883804217,-3.601199107147652,-3.9655759429367325,3.123482219049866,-7.010515343002098,0.1704963074522855,leopard
-3.272909579435375,-0.8021738867884765,-0.41504630860954944,-0.2788834715936077,-2.8719018905719738,-0.7762764839679763,3.451798951033141,0.23656889341322374,-4.10496635626982,3.4308206291763588,3.8873732238402567,-3.3133290158722013,0.4055378576679456,3.5945466050783486,-1.1702959109405708,3.922873745254008,2.833892231937442,leopard
3.2799997716137983,1.545171878465696,0.49487120020162356,-1.0959498492617736,1.489218079239857,0.5303099362479597,-0.9474309539905574,-0.3990068502286412,2.772772814489165,-0.6832142183030026,-0.14634173339036405,0.17646236575846885,2.3500633293817117,2.7731858757038443,-1.5320985461920615,1.8503301342516834,0.006638010381105304,jaguar
6.263092787805364,1.3131411541805849,-0.2026796750711744,0.11193835566814148,-2.2124510945834475,0.18359472430730595,-1.494870600681113,0.37736436613524704,2.6357926871346526,-2.6517713878635494,-2.7573235508995397,-0.2843825636620292,-1.0405229951631398,0.9920418795839177,1.236105717076005,-3.043123485616265,-0.7092717171438492,tiger
3.6286780291797562,0.44978309238106373,0.011132592717344245,-0.764618670911207,-3.137152402136979,0.5295254443280599,-1.2525702797366478,-0.2400873199671996,0.995129098871534,0.24639110419630406,2.2722542321764463,2.653057602884491,-6.829531197647771,-1.7549058379919633,4.652251801330924,-9.769056079247685,0.8562414122965504,leopard
-4.028458734330946,2.810448785862972,1.3160559602096273,-1.3321762738606309,-2.087882530188109,-0.4490401927324806,-2.358164434991176,-0.7585177963827971,-1.1834686925410391,1.9504000726991098,0.8528082486622135,0.5359535685503202,2.207412895522106,-0.5821723697366088,-0.7449995456248443,-1.9405915956958097,0.9053230960752856,jaguar
-2.895740301123884,1.5548482100330836,0.3838235638312693,-1.7370516753928131,1.982582562153961,0.05304078427044711,0.18535063206613545,-0.6537544925778764,-1.6438350119508882,2.6029210087561347,0.24230426949281458,-0.1387347852282238,4.336989947594192,1.6803853179820787,-1.6137732906303413,5.4972101781474265,-0.19749995086866415,leopard
3.109834060041864,0.23821149609446268,0.6282947190876064,0.8658561913087847,2.2535569885953146,0.9651341243644521,1.6464439189403008,0.9521602235241249,1.8758491671707804,-2.4658672057592157,1.6678462218480195,0.4192641043978862,-4.127790884940851,1.7281750066051735,0.07796816972640142,0.9804250253598537,1.0673798415062998,leopard
6.321012662792557,0.9603989616422703,0.6122418014477762,-1.564630462423228,-2.712494851728963,-0.9111795851435988,-1.3239955866729143,0.43373239402801883,0.7702609738163719,1.8215162458535938,-0.9370682320468904,5.679208059171924,-3.592583289880255,1.7060170847962295,1.5801061678212802,-5.54842170153644,-0.9158118041755245,cheetah
5.49399928039041,-0.827328935311731,-0.7823374710664194,-1.5386817720117307,-2.0805576407987036,-0.21087275318943097,-1.843134540745969,-0.013783411986730233,-0.48623235792830743,-1.6665136103158793,-0.0771905234902106,1.8415641302675292,-1.4569712714760044,0.019756500212410932,1.81340694806812,-4.518852036647406,-0.36696159452816834,jaguar
-3.919043255285997,-0.45242859338571384,-2.1363317116359837,-0.15473792700387046,-0.584050012351659,0.4741348011830975,-0.06448891618098607,0.5921246247453483,-0.2705679053649429,3.4440254095016636,0.6684640079828321,3.2256290041927675,0.8381535090347616,-1.0209264215007976,-2.3285128840862557,-1.5701187738783928,0.4109161335930336,cheetah
